日期,年,季度,月,年月,年月排序,星期,是否周末,年月日
2025-01-23,2025,Q1,1,2025-01,202501,周四,否,2025年01月23日
2025-01-24,2025,Q1,1,2025-01,202501,周五,否,2025年01月24日
2025-01-25,2025,Q1,1,2025-01,202501,周六,是,2025年01月25日
2025-01-26,2025,Q1,1,2025-01,202501,周日,是,2025年01月26日
2025-01-27,2025,Q1,1,2025-01,202501,周一,否,2025年01月27日
2025-01-28,2025,Q1,1,2025-01,202501,周二,否,2025年01月28日
2025-01-29,2025,Q1,1,2025-01,202501,周三,否,2025年01月29日
2025-01-30,2025,Q1,1,2025-01,202501,周四,否,2025年01月30日
2025-01-31,2025,Q1,1,2025-01,202501,周五,否,2025年01月31日
2025-02-01,2025,Q1,2,2025-02,202502,周六,是,2025年02月01日
2025-02-02,2025,Q1,2,2025-02,202502,周日,是,2025年02月02日
2025-02-03,2025,Q1,2,2025-02,202502,周一,否,2025年02月03日
2025-02-04,2025,Q1,2,2025-02,202502,周二,否,2025年02月04日
2025-02-05,2025,Q1,2,2025-02,202502,周三,否,2025年02月05日
2025-02-06,2025,Q1,2,2025-02,202502,周四,否,2025年02月06日
2025-02-07,2025,Q1,2,2025-02,202502,周五,否,2025年02月07日
2025-02-08,2025,Q1,2,2025-02,202502,周六,是,2025年02月08日
2025-02-09,2025,Q1,2,2025-02,202502,周日,是,2025年02月09日
2025-02-10,2025,Q1,2,2025-02,202502,周一,否,2025年02月10日
2025-02-11,2025,Q1,2,2025-02,202502,周二,否,2025年02月11日
2025-02-12,2025,Q1,2,2025-02,202502,周三,否,2025年02月12日
2025-02-13,2025,Q1,2,2025-02,202502,周四,否,2025年02月13日
2025-02-14,2025,Q1,2,2025-02,202502,周五,否,2025年02月14日
2025-02-15,2025,Q1,2,2025-02,202502,周六,是,2025年02月15日
2025-02-16,2025,Q1,2,2025-02,202502,周日,是,2025年02月16日
2025-02-17,2025,Q1,2,2025-02,202502,周一,否,2025年02月17日
2025-02-18,2025,Q1,2,2025-02,202502,周二,否,2025年02月18日
2025-02-19,2025,Q1,2,2025-02,202502,周三,否,2025年02月19日
2025-02-20,2025,Q1,2,2025-02,202502,周四,否,2025年02月20日
2025-02-21,2025,Q1,2,2025-02,202502,周五,否,2025年02月21日
2025-02-22,2025,Q1,2,2025-02,202502,周六,是,2025年02月22日
2025-02-23,2025,Q1,2,2025-02,202502,周日,是,2025年02月23日
2025-02-24,2025,Q1,2,2025-02,202502,周一,否,2025年02月24日
2025-02-25,2025,Q1,2,2025-02,202502,周二,否,2025年02月25日
2025-02-26,2025,Q1,2,2025-02,202502,周三,否,2025年02月26日
2025-02-27,2025,Q1,2,2025-02,202502,周四,否,2025年02月27日
2025-02-28,2025,Q1,2,2025-02,202502,周五,否,2025年02月28日
2025-03-01,2025,Q1,3,2025-03,202503,周六,是,2025年03月01日
2025-03-02,2025,Q1,3,2025-03,202503,周日,是,2025年03月02日
2025-03-03,2025,Q1,3,2025-03,202503,周一,否,2025年03月03日
2025-03-04,2025,Q1,3,2025-03,202503,周二,否,2025年03月04日
2025-03-05,2025,Q1,3,2025-03,202503,周三,否,2025年03月05日
2025-03-06,2025,Q1,3,2025-03,202503,周四,否,2025年03月06日
2025-03-07,2025,Q1,3,2025-03,202503,周五,否,2025年03月07日
2025-03-08,2025,Q1,3,2025-03,202503,周六,是,2025年03月08日
2025-03-09,2025,Q1,3,2025-03,202503,周日,是,2025年03月09日
2025-03-10,2025,Q1,3,2025-03,202503,周一,否,2025年03月10日
2025-03-11,2025,Q1,3,2025-03,202503,周二,否,2025年03月11日
2025-03-12,2025,Q1,3,2025-03,202503,周三,否,2025年03月12日
2025-03-13,2025,Q1,3,2025-03,202503,周四,否,2025年03月13日
2025-03-14,2025,Q1,3,2025-03,202503,周五,否,2025年03月14日
2025-03-15,2025,Q1,3,2025-03,202503,周六,是,2025年03月15日
2025-03-16,2025,Q1,3,2025-03,202503,周日,是,2025年03月16日
2025-03-17,2025,Q1,3,2025-03,202503,周一,否,2025年03月17日
2025-03-18,2025,Q1,3,2025-03,202503,周二,否,2025年03月18日
2025-03-19,2025,Q1,3,2025-03,202503,周三,否,2025年03月19日
2025-03-20,2025,Q1,3,2025-03,202503,周四,否,2025年03月20日
2025-03-21,2025,Q1,3,2025-03,202503,周五,否,2025年03月21日
2025-03-22,2025,Q1,3,2025-03,202503,周六,是,2025年03月22日
2025-03-23,2025,Q1,3,2025-03,202503,周日,是,2025年03月23日
2025-03-24,2025,Q1,3,2025-03,202503,周一,否,2025年03月24日
2025-03-25,2025,Q1,3,2025-03,202503,周二,否,2025年03月25日
2025-03-26,2025,Q1,3,2025-03,202503,周三,否,2025年03月26日
2025-03-27,2025,Q1,3,2025-03,202503,周四,否,2025年03月27日
2025-03-28,2025,Q1,3,2025-03,202503,周五,否,2025年03月28日
2025-03-29,2025,Q1,3,2025-03,202503,周六,是,2025年03月29日
2025-03-30,2025,Q1,3,2025-03,202503,周日,是,2025年03月30日
2025-03-31,2025,Q1,3,2025-03,202503,周一,否,2025年03月31日
2025-04-01,2025,Q2,4,2025-04,202504,周二,否,2025年04月01日
2025-04-02,2025,Q2,4,2025-04,202504,周三,否,2025年04月02日
2025-04-03,2025,Q2,4,2025-04,202504,周四,否,2025年04月03日
2025-04-04,2025,Q2,4,2025-04,202504,周五,否,2025年04月04日
2025-04-05,2025,Q2,4,2025-04,202504,周六,是,2025年04月05日
2025-04-06,2025,Q2,4,2025-04,202504,周日,是,2025年04月06日
2025-04-07,2025,Q2,4,2025-04,202504,周一,否,2025年04月07日
2025-04-08,2025,Q2,4,2025-04,202504,周二,否,2025年04月08日
2025-04-09,2025,Q2,4,2025-04,202504,周三,否,2025年04月09日
2025-04-10,2025,Q2,4,2025-04,202504,周四,否,2025年04月10日
2025-04-11,2025,Q2,4,2025-04,202504,周五,否,2025年04月11日
2025-04-12,2025,Q2,4,2025-04,202504,周六,是,2025年04月12日
2025-04-13,2025,Q2,4,2025-04,202504,周日,是,2025年04月13日
2025-04-14,2025,Q2,4,2025-04,202504,周一,否,2025年04月14日
2025-04-15,2025,Q2,4,2025-04,202504,周二,否,2025年04月15日
2025-04-16,2025,Q2,4,2025-04,202504,周三,否,2025年04月16日
2025-04-17,2025,Q2,4,2025-04,202504,周四,否,2025年04月17日
2025-04-18,2025,Q2,4,2025-04,202504,周五,否,2025年04月18日
2025-04-19,2025,Q2,4,2025-04,202504,周六,是,2025年04月19日
2025-04-20,2025,Q2,4,2025-04,202504,周日,是,2025年04月20日
2025-04-21,2025,Q2,4,2025-04,202504,周一,否,2025年04月21日
2025-04-22,2025,Q2,4,2025-04,202504,周二,否,2025年04月22日
2025-04-23,2025,Q2,4,2025-04,202504,周三,否,2025年04月23日
2025-04-24,2025,Q2,4,2025-04,202504,周四,否,2025年04月24日
2025-04-25,2025,Q2,4,2025-04,202504,周五,否,2025年04月25日
2025-04-26,2025,Q2,4,2025-04,202504,周六,是,2025年04月26日
2025-04-27,2025,Q2,4,2025-04,202504,周日,是,2025年04月27日
2025-04-28,2025,Q2,4,2025-04,202504,周一,否,2025年04月28日
2025-04-29,2025,Q2,4,2025-04,202504,周二,否,2025年04月29日
2025-04-30,2025,Q2,4,2025-04,202504,周三,否,2025年04月30日
2025-05-01,2025,Q2,5,2025-05,202505,周四,否,2025年05月01日
2025-05-02,2025,Q2,5,2025-05,202505,周五,否,2025年05月02日
2025-05-03,2025,Q2,5,2025-05,202505,周六,是,2025年05月03日
2025-05-04,2025,Q2,5,2025-05,202505,周日,是,2025年05月04日
2025-05-05,2025,Q2,5,2025-05,202505,周一,否,2025年05月05日
2025-05-06,2025,Q2,5,2025-05,202505,周二,否,2025年05月06日
2025-05-07,2025,Q2,5,2025-05,202505,周三,否,2025年05月07日
2025-05-08,2025,Q2,5,2025-05,202505,周四,否,2025年05月08日
2025-05-09,2025,Q2,5,2025-05,202505,周五,否,2025年05月09日
2025-05-10,2025,Q2,5,2025-05,202505,周六,是,2025年05月10日
2025-05-11,2025,Q2,5,2025-05,202505,周日,是,2025年05月11日
2025-05-12,2025,Q2,5,2025-05,202505,周一,否,2025年05月12日
2025-05-13,2025,Q2,5,2025-05,202505,周二,否,2025年05月13日
2025-05-14,2025,Q2,5,2025-05,202505,周三,否,2025年05月14日
2025-05-15,2025,Q2,5,2025-05,202505,周四,否,2025年05月15日
2025-05-16,2025,Q2,5,2025-05,202505,周五,否,2025年05月16日
2025-05-17,2025,Q2,5,2025-05,202505,周六,是,2025年05月17日
2025-05-18,2025,Q2,5,2025-05,202505,周日,是,2025年05月18日
2025-05-19,2025,Q2,5,2025-05,202505,周一,否,2025年05月19日
2025-05-20,2025,Q2,5,2025-05,202505,周二,否,2025年05月20日
2025-05-21,2025,Q2,5,2025-05,202505,周三,否,2025年05月21日
2025-05-22,2025,Q2,5,2025-05,202505,周四,否,2025年05月22日
2025-05-23,2025,Q2,5,2025-05,202505,周五,否,2025年05月23日
2025-05-24,2025,Q2,5,2025-05,202505,周六,是,2025年05月24日
2025-05-25,2025,Q2,5,2025-05,202505,周日,是,2025年05月25日
2025-05-26,2025,Q2,5,2025-05,202505,周一,否,2025年05月26日
2025-05-27,2025,Q2,5,2025-05,202505,周二,否,2025年05月27日
2025-05-28,2025,Q2,5,2025-05,202505,周三,否,2025年05月28日
2025-05-29,2025,Q2,5,2025-05,202505,周四,否,2025年05月29日
2025-05-30,2025,Q2,5,2025-05,202505,周五,否,2025年05月30日
2025-05-31,2025,Q2,5,2025-05,202505,周六,是,2025年05月31日
2025-06-01,2025,Q2,6,2025-06,202506,周日,是,2025年06月01日
2025-06-02,2025,Q2,6,2025-06,202506,周一,否,2025年06月02日
2025-06-03,2025,Q2,6,2025-06,202506,周二,否,2025年06月03日
2025-06-04,2025,Q2,6,2025-06,202506,周三,否,2025年06月04日
2025-06-05,2025,Q2,6,2025-06,202506,周四,否,2025年06月05日
2025-06-06,2025,Q2,6,2025-06,202506,周五,否,2025年06月06日
2025-06-07,2025,Q2,6,2025-06,202506,周六,是,2025年06月07日
2025-06-08,2025,Q2,6,2025-06,202506,周日,是,2025年06月08日
2025-06-09,2025,Q2,6,2025-06,202506,周一,否,2025年06月09日
2025-06-10,2025,Q2,6,2025-06,202506,周二,否,2025年06月10日
2025-06-11,2025,Q2,6,2025-06,202506,周三,否,2025年06月11日
2025-06-12,2025,Q2,6,2025-06,202506,周四,否,2025年06月12日
2025-06-13,2025,Q2,6,2025-06,202506,周五,否,2025年06月13日
2025-06-14,2025,Q2,6,2025-06,202506,周六,是,2025年06月14日
2025-06-15,2025,Q2,6,2025-06,202506,周日,是,2025年06月15日
2025-06-16,2025,Q2,6,2025-06,202506,周一,否,2025年06月16日
2025-06-17,2025,Q2,6,2025-06,202506,周二,否,2025年06月17日
2025-06-18,2025,Q2,6,2025-06,202506,周三,否,2025年06月18日
2025-06-19,2025,Q2,6,2025-06,202506,周四,否,2025年06月19日
2025-06-20,2025,Q2,6,2025-06,202506,周五,否,2025年06月20日
2025-06-21,2025,Q2,6,2025-06,202506,周六,是,2025年06月21日
2025-06-22,2025,Q2,6,2025-06,202506,周日,是,2025年06月22日
2025-06-23,2025,Q2,6,2025-06,202506,周一,否,2025年06月23日
2025-06-24,2025,Q2,6,2025-06,202506,周二,否,2025年06月24日
2025-06-25,2025,Q2,6,2025-06,202506,周三,否,2025年06月25日
2025-06-26,2025,Q2,6,2025-06,202506,周四,否,2025年06月26日
2025-06-27,2025,Q2,6,2025-06,202506,周五,否,2025年06月27日
2025-06-28,2025,Q2,6,2025-06,202506,周六,是,2025年06月28日
2025-06-29,2025,Q2,6,2025-06,202506,周日,是,2025年06月29日
2025-06-30,2025,Q2,6,2025-06,202506,周一,否,2025年06月30日
