会员ID,性别,会员等级,注册渠道,年龄,职业,所在城市,家庭阶段,是否付费会员
C2712,男,银卡,App自然注册,38,公务员,其他,三口之家,否
C2713,女,普通,App自然注册,39,互联网从业,深圳,二人世界,否
C2714,男,普通,App自然注册,41,企业职员,其他,二人世界,否
C2715,男,普通,App自然注册,36,全职主妇,苏州,二人世界,否
C2716,女,普通,社群裂变,28,服务业,北京,单身青年,否
C2717,女,普通,外卖平台导流,43,企业职员,杭州,二人世界,否
C2718,男,普通,App自然注册,41,服务业,深圳,三口之家,否
C2719,男,普通,微信小程序,31,服务业,北京,单身青年,否
C2720,女,普通,微信小程序,43,全职主妇,长沙,银发族,否
C2721,女,普通,App自然注册,37,企业职员,其他,银发族,否
C2722,女,普通,微信小程序,43,服务业,武汉,三口之家,否
C2723,男,普通,线下扫码,39,企业职员,广州,二人世界,否
C2724,男,普通,微信小程序,38,服务业,杭州,三口之家,否
C2725,男,普通,地推活动,29,公务员,广州,三口之家,否
C2726,男,普通,社群裂变,29,学生,杭州,三口之家,否
C2727,男,普通,微信小程序,29,服务业,西安,三口之家,否
C2728,女,普通,App自然注册,28,互联网从业,郑州,多口之家,否
C2729,女,普通,微信小程序,22,自由职业,上海,单身青年,否
C2730,男,普通,地推活动,29,自由职业,武汉,多口之家,否
C2731,女,普通,App自然注册,43,服务业,重庆,多口之家,否
C2732,女,普通,微信小程序,35,其他,深圳,三口之家,否
C2733,女,普通,线下扫码,37,互联网从业,广州,二人世界,否
C2734,女,银卡,微信小程序,33,学生,深圳,二人世界,否
C2735,男,银卡,App自然注册,32,自由职业,上海,多口之家,否
C2736,男,银卡,App自然注册,29,企业职员,武汉,多口之家,否
C2737,女,普通,App自然注册,32,服务业,其他,单身青年,否
C2738,女,银卡,外卖平台导流,40,互联网从业,上海,多口之家,否
C2739,男,普通,地推活动,46,企业职员,天津,三口之家,否
C2740,女,普通,线下扫码,34,互联网从业,上海,单身青年,否
C2741,男,普通,App自然注册,37,其他,深圳,多口之家,否
C2742,女,黑金,社群裂变,35,自由职业,天津,三口之家,是
C2743,男,普通,外卖平台导流,32,自由职业,深圳,单身青年,否
C2744,女,普通,社群裂变,29,企业职员,郑州,三口之家,否
C2745,女,普通,线下扫码,48,公务员,重庆,二人世界,否
C2746,女,普通,社群裂变,42,企业职员,广州,三口之家,否
C2747,女,普通,线下扫码,30,企业职员,深圳,单身青年,否
C2748,女,普通,线下扫码,30,企业职员,长沙,三口之家,否
C2749,男,银卡,微信小程序,37,互联网从业,武汉,三口之家,否
C2750,女,普通,微信小程序,39,互联网从业,重庆,二人世界,否
C2751,男,银卡,App自然注册,26,服务业,苏州,三口之家,否
C2752,女,普通,App自然注册,32,自由职业,其他,单身青年,否
C2753,男,普通,外卖平台导流,34,自由职业,深圳,单身青年,否
C2754,女,普通,微信小程序,36,服务业,郑州,三口之家,否
C2755,女,普通,社群裂变,29,其他,其他,银发族,否
C2756,男,普通,App自然注册,41,全职主妇,成都,二人世界,否
C2757,女,普通,App自然注册,41,自由职业,重庆,多口之家,否
C2758,男,银卡,社群裂变,26,企业职员,杭州,二人世界,否
C2759,男,普通,外卖平台导流,24,全职主妇,成都,单身青年,否
C2760,女,银卡,App自然注册,39,全职主妇,武汉,单身青年,否
C2761,男,普通,社群裂变,40,自由职业,成都,三口之家,否
C2762,女,银卡,App自然注册,35,全职主妇,广州,多口之家,否
C2763,男,普通,App自然注册,38,全职主妇,其他,单身青年,否
C2764,女,普通,App自然注册,41,企业职员,北京,三口之家,否
C2765,男,普通,社群裂变,32,互联网从业,武汉,单身青年,否
C2766,男,银卡,App自然注册,31,企业职员,西安,单身青年,否
C2767,女,普通,微信小程序,36,服务业,上海,二人世界,否
C2768,男,银卡,微信小程序,40,互联网从业,武汉,三口之家,否
C2769,男,普通,微信小程序,22,企业职员,上海,多口之家,否
C2770,男,银卡,微信小程序,38,服务业,上海,单身青年,否
C2771,男,普通,微信小程序,39,企业职员,成都,二人世界,否
C2772,女,普通,App自然注册,33,学生,广州,多口之家,否
C2773,男,银卡,微信小程序,31,全职主妇,天津,单身青年,否
C2774,女,普通,地推活动,40,全职主妇,武汉,单身青年,否
C2775,女,普通,App自然注册,41,自由职业,苏州,二人世界,否
C2776,男,普通,微信小程序,22,企业职员,北京,单身青年,否
C2777,女,金卡,微信小程序,29,全职主妇,南京,三口之家,否
C2778,女,普通,微信小程序,29,其他,北京,二人世界,否
C2779,男,普通,微信小程序,38,企业职员,西安,单身青年,否
C2780,女,银卡,App自然注册,48,自由职业,北京,三口之家,否
C2781,女,银卡,外卖平台导流,23,自由职业,其他,三口之家,否
C2782,女,普通,线下扫码,45,互联网从业,武汉,单身青年,否
C2783,女,普通,微信小程序,36,学生,深圳,单身青年,否
C2784,男,银卡,微信小程序,44,自由职业,其他,银发族,否
C2785,女,普通,外卖平台导流,39,企业职员,天津,二人世界,否
C2786,女,普通,社群裂变,35,企业职员,深圳,单身青年,否
C2787,女,普通,微信小程序,32,互联网从业,广州,单身青年,否
C2788,男,普通,外卖平台导流,40,互联网从业,深圳,单身青年,否
C2789,男,普通,App自然注册,26,互联网从业,深圳,三口之家,否
C2790,女,普通,App自然注册,33,互联网从业,成都,三口之家,否
C2791,男,普通,外卖平台导流,38,全职主妇,长沙,银发族,否
C2792,女,普通,线下扫码,30,学生,长沙,三口之家,否
C2793,女,普通,App自然注册,39,学生,广州,银发族,否
C2794,男,银卡,线下扫码,24,学生,苏州,多口之家,否
C2795,女,黑金,地推活动,34,企业职员,重庆,多口之家,是
C2796,女,银卡,App自然注册,36,公务员,上海,银发族,否
C2797,女,普通,微信小程序,45,自由职业,西安,多口之家,否
C2798,男,普通,外卖平台导流,42,自由职业,其他,三口之家,否
C2799,女,黑金,微信小程序,38,学生,北京,银发族,是
C2800,女,银卡,App自然注册,29,公务员,郑州,单身青年,否
C2801,女,普通,微信小程序,25,服务业,其他,三口之家,否
C2802,男,金卡,App自然注册,27,服务业,北京,单身青年,否
C2803,女,普通,微信小程序,24,全职主妇,上海,二人世界,否
C2804,男,普通,线下扫码,32,互联网从业,其他,银发族,否
C2805,男,黑金,外卖平台导流,46,其他,成都,三口之家,是
C2806,男,普通,App自然注册,37,全职主妇,深圳,二人世界,否
C2807,女,黑金,线下扫码,44,全职主妇,其他,二人世界,是
C2808,男,银卡,微信小程序,48,服务业,成都,二人世界,否
C2809,男,银卡,外卖平台导流,30,全职主妇,重庆,银发族,否
C2810,男,银卡,线下扫码,36,企业职员,深圳,二人世界,否
C2811,男,普通,外卖平台导流,28,学生,郑州,三口之家,否
C2812,男,普通,外卖平台导流,34,企业职员,长沙,多口之家,否
C2813,女,普通,线下扫码,45,服务业,上海,单身青年,否
C2814,男,普通,微信小程序,37,公务员,西安,银发族,否
C2815,男,普通,外卖平台导流,26,企业职员,青岛,三口之家,否
C2816,男,银卡,线下扫码,32,自由职业,郑州,三口之家,否
C2817,男,普通,App自然注册,32,其他,青岛,三口之家,否
C2818,男,普通,微信小程序,39,互联网从业,其他,二人世界,否
C2819,女,银卡,微信小程序,37,自由职业,西安,银发族,否
C2820,男,普通,App自然注册,26,企业职员,深圳,单身青年,否
C2821,男,银卡,外卖平台导流,33,自由职业,武汉,三口之家,否
C2822,女,普通,社群裂变,38,互联网从业,长沙,单身青年,否
C2823,女,银卡,App自然注册,29,服务业,深圳,单身青年,否
C2824,女,普通,微信小程序,29,全职主妇,广州,单身青年,否
C2825,男,黑金,线下扫码,45,公务员,南京,二人世界,是
C2826,男,金卡,社群裂变,43,企业职员,深圳,三口之家,是
C2827,女,普通,微信小程序,41,企业职员,上海,多口之家,否
C2828,女,普通,线下扫码,44,企业职员,上海,银发族,否
C2829,男,银卡,社群裂变,40,学生,杭州,二人世界,否
C2830,女,普通,App自然注册,48,其他,其他,多口之家,否
C2831,女,银卡,外卖平台导流,41,全职主妇,西安,单身青年,否
C2832,女,普通,社群裂变,22,服务业,青岛,银发族,否
C2833,男,银卡,外卖平台导流,42,企业职员,南京,单身青年,否
C2834,女,银卡,社群裂变,37,学生,广州,三口之家,否
C2835,男,普通,线下扫码,34,全职主妇,上海,单身青年,否
C2836,女,普通,社群裂变,38,服务业,上海,多口之家,否
C2837,男,金卡,线下扫码,35,全职主妇,南京,三口之家,是
C2838,女,普通,线下扫码,28,服务业,北京,三口之家,否
C2839,女,普通,线下扫码,32,企业职员,其他,单身青年,否
C2840,男,普通,微信小程序,33,互联网从业,南京,单身青年,否
C2841,女,普通,外卖平台导流,26,企业职员,上海,银发族,否
C2842,女,普通,微信小程序,35,全职主妇,广州,单身青年,否
C2843,女,普通,微信小程序,37,互联网从业,北京,二人世界,否
C2844,男,普通,社群裂变,47,全职主妇,南京,多口之家,否
C2845,女,普通,线下扫码,26,企业职员,广州,三口之家,否
C2846,女,银卡,微信小程序,41,互联网从业,郑州,三口之家,否
C2847,男,普通,社群裂变,37,互联网从业,上海,银发族,否
C2848,女,普通,微信小程序,41,公务员,苏州,三口之家,否
C2849,男,银卡,线下扫码,40,互联网从业,上海,三口之家,否
C2850,男,普通,App自然注册,24,企业职员,其他,单身青年,否
C2851,男,银卡,线下扫码,33,自由职业,南京,单身青年,否
C2852,女,普通,外卖平台导流,26,全职主妇,南京,二人世界,否
C2853,男,普通,微信小程序,41,企业职员,杭州,单身青年,否
C2854,男,银卡,线下扫码,32,企业职员,上海,二人世界,否
C2855,男,普通,外卖平台导流,31,企业职员,郑州,二人世界,否
C2856,男,银卡,社群裂变,30,互联网从业,北京,单身青年,否
C2857,男,普通,App自然注册,38,自由职业,苏州,三口之家,否
C2858,女,普通,App自然注册,32,服务业,青岛,多口之家,否
C2859,男,普通,微信小程序,33,全职主妇,苏州,多口之家,否
C2860,女,普通,线下扫码,37,自由职业,深圳,二人世界,否
C2861,女,普通,微信小程序,25,互联网从业,广州,银发族,否
C2862,女,银卡,微信小程序,26,企业职员,重庆,三口之家,否
C2863,男,普通,微信小程序,30,学生,青岛,多口之家,否
C2864,女,普通,地推活动,31,企业职员,北京,三口之家,否
C2865,男,银卡,社群裂变,36,企业职员,天津,三口之家,否
C2866,男,金卡,外卖平台导流,43,服务业,广州,二人世界,是
C2867,男,银卡,外卖平台导流,42,全职主妇,成都,银发族,否
C2868,男,银卡,社群裂变,25,全职主妇,北京,多口之家,否
C2869,女,普通,微信小程序,37,全职主妇,深圳,三口之家,否
C2870,女,普通,微信小程序,24,自由职业,杭州,二人世界,否
C2871,男,普通,外卖平台导流,35,学生,其他,单身青年,否
C2872,女,普通,线下扫码,22,其他,北京,三口之家,否
C2873,男,金卡,外卖平台导流,26,企业职员,其他,二人世界,否
C2874,女,银卡,线下扫码,28,企业职员,天津,三口之家,否
C2875,女,普通,App自然注册,32,服务业,深圳,多口之家,否
C2876,男,普通,App自然注册,35,企业职员,武汉,单身青年,否
C2877,女,银卡,App自然注册,35,互联网从业,深圳,三口之家,否
C2878,男,普通,App自然注册,29,互联网从业,天津,三口之家,否
C2879,男,普通,App自然注册,32,服务业,西安,多口之家,否
C2880,女,普通,线下扫码,36,服务业,杭州,二人世界,否
C2881,女,普通,微信小程序,48,互联网从业,成都,单身青年,否
C2882,男,普通,App自然注册,35,企业职员,杭州,二人世界,否
C2883,女,普通,外卖平台导流,30,全职主妇,重庆,多口之家,否
C2884,男,普通,外卖平台导流,22,企业职员,青岛,单身青年,否
C2885,男,普通,社群裂变,42,自由职业,重庆,三口之家,否
C2886,男,普通,外卖平台导流,28,全职主妇,其他,多口之家,否
C2887,男,银卡,App自然注册,34,互联网从业,深圳,单身青年,否
C2888,女,银卡,外卖平台导流,34,服务业,成都,三口之家,否
C2889,女,银卡,微信小程序,45,互联网从业,成都,三口之家,否
C2890,男,普通,微信小程序,31,公务员,北京,银发族,否
C2891,女,普通,线下扫码,44,互联网从业,上海,单身青年,否
C2892,男,普通,微信小程序,37,学生,深圳,三口之家,否
C2893,男,银卡,App自然注册,39,学生,杭州,三口之家,否
C2894,男,普通,App自然注册,32,互联网从业,武汉,多口之家,否
C2895,女,金卡,外卖平台导流,24,互联网从业,上海,多口之家,是
C2896,女,普通,外卖平台导流,39,企业职员,成都,三口之家,否
C2897,男,普通,App自然注册,30,学生,北京,二人世界,否
C2898,女,金卡,微信小程序,41,其他,成都,三口之家,是
C2899,女,普通,社群裂变,29,互联网从业,武汉,单身青年,否
C2900,男,银卡,线下扫码,38,自由职业,北京,三口之家,否
C2901,女,普通,微信小程序,46,其他,北京,单身青年,否
C2902,女,普通,App自然注册,35,学生,北京,单身青年,否
C2903,男,银卡,App自然注册,42,自由职业,广州,二人世界,否
C2904,男,普通,微信小程序,46,企业职员,北京,三口之家,否
C2905,女,普通,微信小程序,32,其他,天津,单身青年,否
C2906,男,普通,线下扫码,40,企业职员,广州,三口之家,否
C2907,女,银卡,微信小程序,32,企业职员,长沙,三口之家,否
C2908,男,普通,外卖平台导流,33,自由职业,青岛,单身青年,否
C2909,女,普通,社群裂变,35,自由职业,广州,三口之家,否
C2910,女,普通,外卖平台导流,31,其他,武汉,单身青年,否
C2911,女,银卡,App自然注册,34,企业职员,北京,单身青年,否
C2912,女,普通,外卖平台导流,40,自由职业,杭州,三口之家,否
C2913,男,普通,外卖平台导流,32,公务员,苏州,三口之家,否
C2914,女,普通,外卖平台导流,35,企业职员,北京,二人世界,否
C2915,男,普通,地推活动,32,全职主妇,北京,多口之家,否
C2916,女,银卡,微信小程序,44,全职主妇,其他,单身青年,否
C2917,男,金卡,微信小程序,41,全职主妇,其他,单身青年,否
C2918,女,金卡,社群裂变,27,学生,重庆,二人世界,是
C2919,女,金卡,微信小程序,32,企业职员,成都,三口之家,是
C2920,男,普通,App自然注册,31,服务业,深圳,单身青年,否
C2921,男,普通,App自然注册,41,学生,广州,二人世界,否
C2922,女,普通,外卖平台导流,34,企业职员,重庆,二人世界,否
C2923,男,银卡,社群裂变,32,全职主妇,其他,三口之家,否
C2924,女,普通,线下扫码,38,全职主妇,上海,多口之家,否
C2925,女,普通,地推活动,25,自由职业,上海,单身青年,否
C2926,男,普通,线下扫码,32,其他,上海,二人世界,否
C2927,女,普通,社群裂变,31,服务业,深圳,单身青年,否
C2928,男,普通,微信小程序,32,企业职员,青岛,三口之家,否
C2929,女,普通,App自然注册,32,服务业,上海,多口之家,否
C2930,男,普通,地推活动,30,互联网从业,北京,三口之家,否
C2931,女,普通,外卖平台导流,31,服务业,北京,二人世界,否
C2932,男,普通,App自然注册,37,互联网从业,广州,三口之家,否
C2933,女,普通,App自然注册,30,全职主妇,上海,二人世界,否
C2934,男,普通,微信小程序,32,全职主妇,上海,多口之家,否
C2935,男,普通,微信小程序,24,互联网从业,上海,三口之家,否
C2936,男,普通,线下扫码,28,服务业,北京,多口之家,否
C2937,男,普通,微信小程序,25,学生,长沙,单身青年,否
C2938,男,普通,App自然注册,39,全职主妇,上海,二人世界,否
C2939,男,银卡,微信小程序,48,企业职员,长沙,三口之家,否
C2940,女,银卡,线下扫码,28,服务业,北京,银发族,否
C2941,男,黑金,微信小程序,36,全职主妇,上海,单身青年,是
C2942,女,金卡,微信小程序,37,其他,南京,多口之家,是
C2943,男,普通,微信小程序,22,企业职员,北京,单身青年,否
C2944,女,普通,线下扫码,46,企业职员,天津,银发族,否
C2945,男,普通,微信小程序,40,企业职员,苏州,三口之家,否
C2946,女,普通,App自然注册,28,企业职员,上海,三口之家,否
C2947,男,金卡,线下扫码,22,企业职员,上海,二人世界,否
C2948,女,普通,线下扫码,38,全职主妇,其他,三口之家,否
C2949,男,普通,社群裂变,36,其他,成都,单身青年,否
C2950,男,银卡,社群裂变,37,企业职员,武汉,多口之家,否
C2951,男,银卡,外卖平台导流,41,互联网从业,青岛,多口之家,否
C2952,女,普通,App自然注册,42,服务业,上海,多口之家,否
C2953,男,普通,微信小程序,39,其他,北京,单身青年,否
C2954,女,普通,社群裂变,22,公务员,广州,二人世界,否
C2955,男,银卡,社群裂变,34,自由职业,北京,三口之家,否
C2956,女,普通,线下扫码,27,全职主妇,深圳,二人世界,否
C2957,女,普通,社群裂变,30,企业职员,上海,三口之家,否
C2958,男,银卡,微信小程序,40,其他,成都,二人世界,否
C2959,男,普通,地推活动,30,企业职员,北京,三口之家,否
C2960,男,普通,微信小程序,40,企业职员,郑州,单身青年,否
C2961,男,普通,微信小程序,38,自由职业,上海,二人世界,否
C2962,男,普通,App自然注册,24,互联网从业,西安,多口之家,否
C2963,女,金卡,线下扫码,34,其他,杭州,二人世界,是
C2964,男,银卡,App自然注册,42,学生,深圳,三口之家,否
C2965,女,银卡,外卖平台导流,32,企业职员,郑州,单身青年,否
C2966,男,金卡,微信小程序,25,企业职员,上海,多口之家,是
C2967,女,银卡,外卖平台导流,34,互联网从业,北京,多口之家,否
C2968,女,普通,App自然注册,32,互联网从业,上海,二人世界,否
C2969,女,普通,App自然注册,36,其他,上海,三口之家,否
C2970,男,普通,微信小程序,37,服务业,北京,三口之家,否
C2971,男,普通,地推活动,34,自由职业,北京,多口之家,否
C2972,男,普通,微信小程序,33,全职主妇,其他,二人世界,否
C2973,女,普通,线下扫码,38,学生,苏州,银发族,否
C2974,男,普通,App自然注册,40,企业职员,上海,银发族,否
C2975,女,普通,社群裂变,33,企业职员,上海,二人世界,否
C2976,男,银卡,线下扫码,31,其他,杭州,三口之家,否
C2977,男,普通,微信小程序,25,学生,武汉,多口之家,否
C2978,女,普通,微信小程序,39,企业职员,上海,多口之家,否
C2979,女,普通,社群裂变,44,企业职员,上海,银发族,否
C2980,女,银卡,App自然注册,48,企业职员,上海,单身青年,否
C2981,男,银卡,App自然注册,29,全职主妇,深圳,银发族,否
C2982,女,普通,外卖平台导流,34,全职主妇,上海,二人世界,否
C2983,女,银卡,App自然注册,33,企业职员,杭州,单身青年,否
C2984,男,普通,微信小程序,38,自由职业,深圳,单身青年,否
C2985,男,普通,App自然注册,33,企业职员,广州,单身青年,否
C2986,女,普通,外卖平台导流,37,其他,重庆,单身青年,否
C2987,男,银卡,微信小程序,48,全职主妇,杭州,银发族,否
C2988,女,普通,微信小程序,38,企业职员,天津,三口之家,否
C2989,女,普通,社群裂变,36,学生,西安,三口之家,否
C2990,男,普通,微信小程序,34,公务员,郑州,二人世界,否
C2991,女,金卡,线下扫码,34,企业职员,苏州,三口之家,否
C2992,女,银卡,App自然注册,42,公务员,北京,三口之家,否
C2993,女,普通,地推活动,31,自由职业,长沙,三口之家,否
C2994,女,普通,App自然注册,36,企业职员,南京,二人世界,否
C2995,男,金卡,微信小程序,45,自由职业,北京,三口之家,是
C2996,男,普通,社群裂变,29,互联网从业,青岛,三口之家,否
C2997,男,普通,外卖平台导流,39,互联网从业,郑州,二人世界,否
C2998,男,普通,线下扫码,47,企业职员,其他,单身青年,否
C2999,女,金卡,微信小程序,43,全职主妇,成都,单身青年,是
C3000,男,普通,微信小程序,42,全职主妇,其他,多口之家,否
C3001,男,普通,App自然注册,43,学生,深圳,二人世界,否
C3002,男,银卡,线下扫码,28,公务员,重庆,三口之家,否
C3003,男,普通,App自然注册,39,企业职员,成都,二人世界,否
C3004,女,普通,微信小程序,33,其他,成都,二人世界,否
C3005,女,普通,微信小程序,36,互联网从业,其他,二人世界,否
C3006,男,普通,App自然注册,29,学生,上海,多口之家,否
C3007,男,普通,微信小程序,48,公务员,北京,单身青年,否
C3008,男,银卡,线下扫码,36,互联网从业,西安,三口之家,否
C3009,女,金卡,App自然注册,26,企业职员,南京,二人世界,是
C3010,女,银卡,线下扫码,38,全职主妇,西安,银发族,否
C3011,女,普通,App自然注册,27,自由职业,郑州,单身青年,否
C3012,男,银卡,线下扫码,34,互联网从业,其他,二人世界,否
C3013,男,银卡,线下扫码,38,互联网从业,其他,三口之家,否
C3014,男,银卡,社群裂变,36,自由职业,上海,二人世界,否
C3015,女,普通,App自然注册,40,学生,其他,银发族,否
C3016,女,银卡,App自然注册,36,全职主妇,杭州,三口之家,否
C3017,女,银卡,App自然注册,37,全职主妇,其他,银发族,否
C3018,女,普通,微信小程序,23,企业职员,北京,多口之家,否
C3019,女,银卡,外卖平台导流,36,其他,长沙,单身青年,否
C3020,女,金卡,微信小程序,40,其他,深圳,三口之家,否
C3021,男,普通,外卖平台导流,36,自由职业,南京,三口之家,否
C3022,男,普通,App自然注册,22,自由职业,深圳,单身青年,否
C3023,女,金卡,社群裂变,32,服务业,武汉,银发族,是
C3024,男,普通,地推活动,38,企业职员,北京,单身青年,否
C3025,男,普通,App自然注册,32,企业职员,广州,二人世界,否
C3026,女,普通,微信小程序,32,学生,郑州,三口之家,否
C3027,男,黑金,App自然注册,35,企业职员,苏州,三口之家,是
C3028,女,普通,微信小程序,27,企业职员,广州,三口之家,否
C3029,女,普通,线下扫码,32,全职主妇,成都,二人世界,否
C3030,男,金卡,微信小程序,46,公务员,广州,多口之家,是
C3031,男,普通,外卖平台导流,30,自由职业,深圳,二人世界,否
C3032,男,普通,微信小程序,33,全职主妇,广州,三口之家,否
C3033,男,普通,微信小程序,28,服务业,西安,二人世界,否
C3034,女,银卡,线下扫码,37,公务员,深圳,银发族,否
C3035,男,普通,地推活动,39,互联网从业,广州,多口之家,否
C3036,男,银卡,微信小程序,31,自由职业,杭州,三口之家,否
C3037,女,金卡,外卖平台导流,22,企业职员,广州,二人世界,是
C3038,女,普通,微信小程序,37,全职主妇,杭州,三口之家,否
C3039,女,普通,微信小程序,33,企业职员,广州,三口之家,否
C3040,女,普通,社群裂变,31,全职主妇,重庆,多口之家,否
C3041,男,银卡,App自然注册,34,全职主妇,长沙,二人世界,否
C3042,男,普通,线下扫码,43,自由职业,上海,银发族,否
C3043,女,普通,线下扫码,42,服务业,成都,多口之家,否
C3044,男,普通,微信小程序,45,全职主妇,北京,二人世界,否
C3045,男,普通,微信小程序,29,企业职员,深圳,单身青年,否
C3046,男,普通,线下扫码,26,服务业,天津,三口之家,否
C3047,女,普通,微信小程序,34,服务业,天津,单身青年,否
C3048,男,普通,App自然注册,23,企业职员,天津,单身青年,否
C3049,女,普通,社群裂变,38,自由职业,深圳,多口之家,否
C3050,女,银卡,App自然注册,38,互联网从业,北京,三口之家,否
C3051,女,金卡,外卖平台导流,34,全职主妇,郑州,二人世界,是
C3052,男,普通,线下扫码,35,学生,成都,多口之家,否
C3053,男,普通,线下扫码,30,服务业,成都,银发族,否
C3054,女,普通,微信小程序,38,企业职员,武汉,二人世界,否
C3055,男,金卡,微信小程序,47,全职主妇,杭州,二人世界,是
C3056,男,普通,微信小程序,24,企业职员,杭州,三口之家,否
C3057,男,普通,微信小程序,33,企业职员,武汉,二人世界,否
C3058,男,普通,微信小程序,38,公务员,上海,多口之家,否
C3059,男,银卡,微信小程序,40,服务业,广州,二人世界,否
C3060,女,普通,外卖平台导流,39,互联网从业,成都,二人世界,否
C3061,男,银卡,App自然注册,36,自由职业,武汉,三口之家,否
C3062,女,银卡,外卖平台导流,30,互联网从业,其他,三口之家,否
C3063,女,普通,微信小程序,32,公务员,杭州,三口之家,否
C3064,女,普通,App自然注册,39,全职主妇,深圳,三口之家,否
C3065,女,银卡,线下扫码,44,学生,广州,二人世界,否
C3066,女,银卡,微信小程序,32,全职主妇,西安,三口之家,否
C3067,男,金卡,线下扫码,30,企业职员,天津,二人世界,否
C3068,女,银卡,微信小程序,37,服务业,广州,多口之家,否
C3069,女,银卡,外卖平台导流,43,自由职业,广州,二人世界,否
C3070,男,普通,微信小程序,41,学生,天津,单身青年,否
C3071,女,普通,社群裂变,29,公务员,武汉,三口之家,否
C3072,男,普通,线下扫码,36,互联网从业,青岛,多口之家,否
C3073,男,普通,社群裂变,29,服务业,杭州,三口之家,否
C3074,女,普通,App自然注册,33,企业职员,苏州,三口之家,否
C3075,女,黑金,外卖平台导流,31,企业职员,西安,银发族,是
C3076,男,普通,App自然注册,34,企业职员,重庆,银发族,否
C3077,女,普通,线下扫码,29,服务业,北京,二人世界,否
C3078,男,银卡,App自然注册,29,企业职员,成都,三口之家,否
C3079,男,普通,App自然注册,35,全职主妇,郑州,三口之家,否
C3080,男,普通,线下扫码,26,服务业,上海,三口之家,否
C3081,男,普通,社群裂变,28,全职主妇,上海,三口之家,否
C3082,女,银卡,微信小程序,45,互联网从业,长沙,单身青年,否
C3083,女,普通,社群裂变,34,学生,郑州,银发族,否
C3084,男,普通,外卖平台导流,41,互联网从业,天津,单身青年,否
C3085,女,普通,线下扫码,22,企业职员,上海,单身青年,否
C3086,男,银卡,App自然注册,33,企业职员,深圳,二人世界,否
C3087,男,普通,微信小程序,29,互联网从业,杭州,银发族,否
C3088,女,银卡,微信小程序,41,学生,杭州,二人世界,否
C3089,女,普通,App自然注册,39,全职主妇,广州,二人世界,否
C3090,男,普通,地推活动,38,企业职员,北京,多口之家,否
C3091,女,普通,App自然注册,31,自由职业,苏州,三口之家,否
C3092,女,银卡,社群裂变,38,企业职员,其他,二人世界,否
C3093,女,银卡,线下扫码,36,企业职员,苏州,三口之家,否
C3094,女,银卡,App自然注册,39,企业职员,郑州,二人世界,否
C3095,女,普通,外卖平台导流,36,企业职员,深圳,银发族,否
C3096,女,普通,线下扫码,29,自由职业,杭州,单身青年,否
C3097,男,银卡,线下扫码,31,企业职员,深圳,三口之家,否
C3098,女,普通,外卖平台导流,30,全职主妇,西安,二人世界,否
C3099,男,普通,微信小程序,28,全职主妇,苏州,单身青年,否
C3100,女,银卡,线下扫码,23,企业职员,广州,二人世界,否
C3101,男,普通,线下扫码,43,企业职员,重庆,三口之家,否
C3102,女,普通,社群裂变,22,互联网从业,其他,银发族,否
C3103,女,银卡,App自然注册,30,自由职业,天津,三口之家,否
C3104,女,普通,外卖平台导流,29,自由职业,上海,二人世界,否
C3105,男,普通,App自然注册,34,其他,深圳,三口之家,否
C3106,男,普通,社群裂变,38,学生,青岛,三口之家,否
C3107,男,普通,App自然注册,30,自由职业,郑州,三口之家,否
C3108,女,黑金,线下扫码,43,学生,广州,单身青年,是
C3109,男,普通,微信小程序,22,企业职员,杭州,单身青年,否
C3110,男,普通,外卖平台导流,29,自由职业,深圳,二人世界,否
C3111,男,普通,微信小程序,26,全职主妇,西安,三口之家,否
C3112,男,黑金,社群裂变,45,全职主妇,北京,银发族,是
C3113,男,金卡,App自然注册,27,企业职员,重庆,三口之家,是
C3114,男,普通,社群裂变,29,互联网从业,南京,单身青年,否
C3115,女,普通,微信小程序,32,公务员,上海,单身青年,否
C3116,男,普通,App自然注册,34,全职主妇,深圳,三口之家,否
C3117,男,普通,App自然注册,37,企业职员,南京,多口之家,否
C3118,男,普通,App自然注册,32,企业职员,广州,三口之家,否
C3119,女,普通,App自然注册,34,学生,苏州,三口之家,否
C3120,女,普通,微信小程序,37,互联网从业,重庆,银发族,否
C3121,女,银卡,外卖平台导流,33,服务业,上海,三口之家,否
C3122,女,普通,App自然注册,28,互联网从业,其他,二人世界,否
C3123,女,普通,线下扫码,38,服务业,西安,单身青年,否
C3124,女,银卡,微信小程序,39,自由职业,广州,单身青年,否
C3125,男,普通,微信小程序,35,互联网从业,深圳,银发族,否
C3126,女,普通,外卖平台导流,44,自由职业,上海,二人世界,否
C3127,女,普通,线下扫码,38,学生,其他,多口之家,否
C3128,男,普通,微信小程序,35,服务业,苏州,单身青年,否
C3129,女,普通,外卖平台导流,35,互联网从业,上海,三口之家,否
C3130,女,普通,微信小程序,35,企业职员,广州,单身青年,否
C3131,女,黑金,外卖平台导流,33,其他,广州,三口之家,是
C3132,女,金卡,社群裂变,35,自由职业,青岛,二人世界,是
C3133,男,普通,线下扫码,36,其他,北京,单身青年,否
C3134,女,银卡,线下扫码,44,自由职业,成都,多口之家,否
C3135,男,普通,社群裂变,32,企业职员,杭州,银发族,否
C3136,男,银卡,微信小程序,30,公务员,上海,三口之家,否
C3137,男,金卡,App自然注册,27,互联网从业,杭州,多口之家,是
